apply_id,merchant_id,apply_date,lend_amount,lend_period,notional_settle_date,real_settle_date,30days_overdue_times,60days_overdue_times
21562127,d8c5268a-24c8-11e7-8008-7cd30ab49c9c,2017-07-25 00:00:00,8000.0,3,2017-10-27 00:00:00,2017-10-26 00:00:00,1,0
29399394,d9a95eea-c080-4ad8-83ff-f78f5205f6ef,2017-10-25 00:00:00,8000.0,6,2018-05-05 00:00:00,2018-01-07 00:00:00,1,0
39116571,d9a95eea-c080-4ad8-83ff-f78f5205f6ef,2018-01-07 00:00:00,30000.0,4,2018-05-08 00:00:00,2018-02-08 00:00:00,0,0
25272400,de6a1f96-ec06-4761-b997-43f93ed432a8,2017-09-06 00:00:00,20000.0,6,2018-03-08 00:00:00,2018-03-08 00:00:00,4,3
18869269,debb864f-03c0-11e7-be5d-ecf4bbdede50,2017-06-24 00:00:00,15000.0,6,2017-12-25 00:00:00,2017-11-25 00:00:00,4,3
24415502,df06dd48-086d-4197-8403-bd0979298bd3,2017-08-27 00:00:00,10000.0,6,2018-02-28 00:00:00,2018-02-28 00:00:00,5,4
23315671,eb4cade1-1db8-11e7-bf3b-008cfae27c4c,2017-08-16 00:00:00,10000.0,6,2018-02-17 00:00:00,2017-10-10 00:00:00,0,0
39445137,ed4e2c05-861d-11e6-9007-ecf4bbdeffbc,2018-01-09 00:00:00,27000.0,6,2018-07-10 00:00:00,2018-01-13 00:00:00,0,0
21633462,ed4e2c05-861d-11e6-9007-ecf4bbdeffbc,2017-07-26 00:00:00,9000.0,10,2018-05-28 00:00:00,2017-12-15 00:00:00,0,0
28951533,ed51c38b-e7ea-48ed-9d56-7d896c789c94,2017-10-20 00:00:00,8000.0,3,2018-01-22 00:00:00,2018-01-22 00:00:00,2,1
20548822,f0fb1ffa-2247-11e6-9007-ecf4bbdeffbc,2017-07-12 00:00:00,17000.0,12,2018-07-14 00:00:00,2018-02-03 00:00:00,0,0
20940049,f8d60859-4b6e-11e7-bd48-70106fb1fcca,2017-07-17 00:00:00,8000.0,6,2018-01-18 00:00:00,2017-12-18 00:00:00,3,3
32746831,fc269e0e-3c7b-11e7-bd48-70106fb1fcca,2017-11-29 00:00:00,8000.0,3,2018-02-28 00:00:00,2018-02-28 00:00:00,1,0
23923765,fc269e0e-3c7b-11e7-bd48-70106fb1fcca,2017-08-22 00:00:00,8000.0,3,2017-11-25 00:00:00,2017-11-24 00:00:00,1,0
21495358,fe2b9c54-b776-11e5-9987-6c92bf21cf9b,2017-07-24 00:00:00,12000.0,6,2018-01-26 00:00:00,2018-01-26 00:00:00,5,4
